feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
grid,1992-10-13,2012-08-05,29.473869566738486,tourism,7,190,runway,39103,45.14687066039757,2006-05-18,34.69758016635606,0
fuel,1984-02-13,1984-03-05,4.1970119244555,tourism,28,471,apparel,26810,27.287906532828888,2002-05-03,67.05158371837884,1
efficiency,2020-10-16,1999-05-21,36.214031959257824,traveler,5,261,design,28578,45.17799490268073,2008-09-20,20.94151149855254,0
fuel,2008-11-20,1998-06-26,18.156640478513694,industry,25,87,trend,43722,42.712639700021775,2021-02-16,49.98702029586237,1
nuclear,1983-06-02,2015-08-09,29.62377646754026,agency,4,-4,week,-28507,47.651213911075054,2014-09-19,42.41896758385508,0
gas,1990-01-10,1993-03-20,9.8259927412009,guide,-10,33,industry,4633,25.40291612136083,1980-05-01,28.612901926696015,0
production,2014-05-21,2009-02-16,23.440866637109657,ticket,23,481,industry,-39195,14.732479658977633,2021-07-22,45.73850354489508,1
facility,2021-01-27,2001-07-22,45.5703157017228,package,3,-39,design,-32282,13.4751553558522,1988-09-05,8.624913759737645,0
oil,2002-06-22,1994-08-09,31.155814373978497,package,14,228,accessory,15902,17.629604327438987,2002-09-11,50.322826205540835,1
power,1997-12-16,2003-01-20,32.8480758740653,journey,25,-10,accessory,-1229,32.58511694784127,2013-01-15,47.58855483251192,1
fuel,2021-01-26,1989-07-01,2.1080688298933046,travel,0,407,collection,-33728,18.56242042033157,1980-07-18,44.85160275389756,0
solar,1987-06-05,2009-06-03,19.76722048558775,ticket,27,166,clothing,-17305,36.56815252976469,1995-06-13,43.50914544954903,1
fuel,2015-08-15,2020-04-10,26.42266956570403,booking,12,423,collection,22684,3.332648844999827,2006-12-28,47.909946164028305,0
generation,2004-08-23,2008-04-17,32.58933112870629,journey,7,186,designer,41013,38.619603621904304,1997-12-26,61.91692191566905,1
fuel,1987-02-24,2002-06-21,17.67388070176514,experience,1,408,collection,19339,27.503355229951566,1995-03-13,10.868318522072636,0
coal,1998-08-21,2020-10-02,12.764577045608775,tourist,5,494,collection,13470,18.961214651695695,1990-01-06,11.394921947069239,0
electricity,2022-12-10,2011-08-28,19.674761712415012,accommodation,2,197,show,47879,18.84518773494402,1994-03-14,17.386648518193237,0
fuel,2007-09-04,1992-03-28,26.364481026283233,experience,3,272,runway,42006,4.279610513050781,1998-04-20,46.75209433959149,0
oil,1989-02-09,2013-10-18,30.757118817229184,tourism,8,484,collection,36025,31.50671975156281,2020-07-08,41.063713724477566,0
oil,1980-08-14,1985-01-26,11.508854359237189,journey,12,213,week,5342,47.300339566836946,2018-05-07,39.73916068196892,0
energy,1981-01-12,2008-11-15,2.1771397570551096,vacation,15,50,show,-16650,22.197294410979413,1997-02-13,40.68924725542913,1
consumption,2003-12-26,2017-02-03,49.6370658899063,package,1,106,industry,24172,20.500111119261273,2020-12-14,47.433039671066425,1
consumption,2019-08-19,1986-01-20,20.21895298519265,holiday,5,27,designer,-7167,28.939763743079567,2022-11-04,52.00536288019828,1
grid,1995-03-04,2004-06-27,20.49856639321598,vacation,-2,289,model,-34508,27.90143105999007,2004-09-11,33.605204208412,0
production,2017-10-26,2011-04-07,33.78767333518682,tourist,0,40,fashion,-45523,26.9470517219169,1982-10-15,50.73472783754781,1
coal,1981-08-28,1983-01-08,16.358712213482647,guide,1,335,runway,23376,47.721783250443465,1990-11-07,5.992838928150653,0
solar,1987-07-28,2012-10-26,43.83188149110725,trip,-6,252,model,7931,43.38969556648441,2014-10-25,7.549480253143271,0
power,1981-08-19,2000-06-23,4.054124101054239,experience,-6,389,show,35898,17.418911736081313,1991-12-02,27.99295336258124,0
consumption,1988-03-11,1993-01-09,25.39401627992836,booking,8,37,design,-33203,27.204784839799935,2015-12-28,7.746321871089092,0
fuel,1984-06-15,1984-04-10,2.9417028805723193,package,13,405,accessory,-13710,39.47734577380817,2019-07-04,47.44338448053321,1
resource,1983-12-26,1996-02-04,9.417485211665838,travel,-4,323,week,-30817,10.319739416095523,1985-06-11,45.39257640584242,0
production,1982-08-25,2007-08-10,21.55556879444774,traveler,12,-97,fashion,34218,15.382964309562984,2004-11-18,55.20127886760939,1
fuel,2011-08-11,2016-11-07,12.334061555631356,adventure,23,99,industry,35073,44.49655405603016,2004-06-19,56.42759357759105,1
production,1983-06-11,1997-06-20,42.93734138640793,holiday,3,39,show,14792,37.128284555174226,2007-09-04,16.15834289040702,0
resource,1982-01-09,1986-03-26,2.2979587560328127,tourist,19,-20,trend,19390,34.39805582397203,1987-04-14,54.21555088012837,1
grid,2008-08-05,2004-11-25,21.313042562919353,ticket,23,224,trend,35265,10.13176133557458,2004-02-19,65.00638454206522,1
efficiency,2010-11-22,1983-02-24,18.015034310656503,accommodation,26,-36,show,-8930,46.90354295856425,1992-12-09,54.57116651416901,1
wind,1995-03-27,2013-01-04,37.450830888356904,holiday,-5,-64,industry,35923,20.48603329153484,2001-09-19,38.44632081003511,0
energy,1997-03-21,2010-08-27,29.132958995163694,guide,-9,402,show,46849,19.001672648110517,2015-08-12,48.422723383331,0
efficiency,1986-10-06,2001-06-17,4.464803937515448,tourist,-9,-63,design,38937,46.27234913582051,2020-05-14,31.06468164711406,0
renewable,1988-04-16,2012-10-22,24.333087937821,guide,2,375,accessory,19082,43.27332038436415,2013-02-13,68.40547844490402,1
efficiency,2012-08-23,2010-03-28,23.218383184119872,trip,8,410,collection,29399,27.172477245601346,2022-12-19,9.327537050203503,0
nuclear,2000-07-22,1991-09-27,11.736395509349572,explore,27,42,collection,-18276,44.32914343299338,2013-08-13,49.47500888244814,1
oil,1996-01-08,1995-05-12,24.089312349807386,destination,-7,-13,runway,-8651,45.00271397908931,2008-08-19,34.374544993641095,0
energy,2020-10-23,2002-08-25,30.581329500434716,holiday,6,308,show,-26904,48.882084733143444,2000-01-21,4.183334150549481,0
power,2005-11-24,2020-07-15,11.671024133341565,vacation,16,204,runway,48849,1.0350856767098389,1987-07-08,67.5856836957826,1
electricity,2019-08-09,2022-09-16,45.41862528276222,holiday,1,359,design,-20950,15.427053759242572,1996-12-28,3.4184557856195976,0
generation,2019-12-21,2016-09-16,49.76517265154278,journey,11,-8,design,-29311,6.158509609857056,2006-10-12,69.26212397633384,1
efficiency,2003-08-06,1999-11-26,8.339108424654011,destination,-6,92,industry,3809,23.286025113555024,2009-06-16,34.15295190465931,0
energy,1989-08-17,1999-06-19,1.0802611336179344,accommodation,7,378,trend,-12717,33.80178055803019,2020-10-17,61.838194591769394,1
power,1996-10-14,1988-05-01,34.363250494070954,tourism,-9,481,design,38721,10.341383835579137,2019-04-23,48.22195079830129,0
renewable,2013-12-05,2005-06-20,38.227291794629,traveler,28,275,style,35991,3.639543648840326,2021-10-23,56.004453723552174,1
electricity,1992-07-04,1986-03-17,35.60075940142807,tourism,7,236,accessory,-17378,4.826875734646043,2011-10-17,45.18708813748342,1
industry,1997-06-17,1984-06-16,3.9924381618860427,traveler,3,372,fashion,11966,46.81392840165729,1984-12-18,50.817669253030076,1
resource,2021-04-10,2010-07-23,26.86829812191691,trip,6,283,industry,34661,30.718897525621603,1980-06-05,24.780625611887732,0
energy,2006-06-28,2000-10-09,42.017899947808694,traveler,18,154,accessory,-19749,47.00837695646461,2004-01-22,64.23372284772724,1
nuclear,2007-07-20,2015-08-27,11.23928291926031,journey,8,222,show,-49714,12.936790836147845,1995-02-17,66.5741312959914,1
gas,1985-07-10,2019-06-14,13.146296349983121,experience,1,2,runway,-37091,30.772926800220073,2022-10-13,39.681647911430005,0
gas,2013-04-08,1993-08-17,18.22345090540267,guide,21,99,industry,-23395,23.95724235440039,2011-03-19,65.52630686683916,1
nuclear,1987-06-01,2008-02-13,43.90036795309197,holiday,2,-76,brand,18379,45.43453734007815,1983-11-07,42.45857263628538,1
generation,1986-11-27,2021-08-04,40.287433015879586,destination,7,446,clothing,-14054,19.035371686144334,1982-01-09,53.78926600252353,1
fuel,1985-11-19,2021-02-17,11.037617611758513,adventure,19,481,apparel,-39890,34.76387419453641,2021-01-22,46.45370128692964,1
resource,2004-11-18,2002-01-25,29.900150997611437,tourism,-5,-16,collection,43441,38.4107380019256,2015-12-12,11.528378045866692,0
energy,2000-07-04,1996-04-21,39.91689887055344,explore,-6,256,design,-44335,30.479094640774335,2014-10-23,23.760468543215453,0
generation,2014-03-03,2005-04-02,7.82360677418906,traveler,-5,-46,week,-46185,15.726038092527142,2001-09-24,30.73224356893812,0
power,2016-04-15,1992-01-25,3.6387692638257123,journey,18,311,apparel,-14842,31.105960909549204,1993-02-19,56.72742790170189,1
grid,2019-10-16,2023-10-14,35.300249209781214,vacation,4,121,design,-38893,15.994260897080672,2004-02-23,45.090150450315804,0
gas,1994-01-03,1989-07-13,7.507618322860944,experience,8,-48,clothing,-43414,42.23357110139539,1990-06-14,54.899637168699954,1
power,1983-02-04,2022-06-25,9.179569969881085,industry,-3,397,show,-5483,1.5966320529866511,1987-06-02,1.6238123076299218,0
generation,1986-10-10,2009-09-12,39.89745208707791,tourist,-3,210,runway,-23783,14.595915879877596,1981-08-26,16.862460917257664,0
power,2017-05-11,2011-07-23,28.546956113498844,vacation,2,344,runway,-9578,33.195887593917305,1980-12-18,31.32422729503274,0
grid,2008-08-13,1997-04-10,4.485086770953466,trip,24,402,runway,4967,10.150975031456303,2015-04-09,47.10438143257515,1
fuel,2018-08-14,1987-04-10,12.68372809234207,vacation,3,216,runway,434,36.538609079813064,1981-07-23,56.42647559283397,1
grid,2010-01-06,2001-01-06,33.25040214994397,tourism,-9,1,runway,37544,38.785643404041764,2015-07-15,6.406371435455971,0
coal,2018-03-12,1982-01-02,21.910743411116346,explore,26,193,apparel,-14658,10.871968779614303,2022-04-09,53.99879509529815,1
coal,2021-04-22,2021-02-07,43.348073523000416,guide,4,201,model,23650,1.6138039551015253,1984-11-01,8.630623698213459,0
production,1986-09-13,1983-09-25,41.54268727439906,tourism,7,351,runway,-2827,3.349387120673183,2000-07-11,33.34890172321896,0
efficiency,1985-08-21,2020-06-09,8.522489302648125,adventure,5,481,apparel,42166,39.47813680833048,2018-05-24,63.58006022043944,1
power,1994-06-04,2000-07-22,27.806756413387195,tourist,20,63,brand,9064,45.05405923628275,2016-02-16,59.39013588269226,1
nuclear,1992-03-14,2017-05-25,44.17731439876939,traveler,29,356,clothing,4180,36.27497851899564,1985-12-23,46.71422561321083,1
wind,2003-10-09,2005-02-06,37.64135928360785,explore,-6,11,design,-1695,6.4461439138469325,1983-11-02,7.6395149404771985,0
electricity,2010-05-07,2011-12-17,21.01820578770435,adventure,27,395,industry,-26129,1.9312123086421153,1981-09-24,60.76884958825485,1
wind,2013-10-02,1992-07-01,26.147182919324727,vacation,29,288,garment,5233,49.8421235508222,2019-03-21,60.12332615058722,1
gas,2020-04-22,2011-08-24,42.711654669205075,tourism,12,463,designer,-44434,31.653909000522255,1996-11-11,66.64855796585536,1
energy,1990-04-23,1998-06-13,32.44714396789155,journey,4,469,industry,1280,12.701632524582145,2007-01-25,45.59592068603882,1
facility,2008-07-17,2013-05-17,42.731794286667856,agency,11,209,week,-12325,46.661834601231135,2011-02-19,37.81373516221648,0
production,2017-12-09,1982-02-04,39.270836997464734,traveler,8,8,couture,39505,22.3532457577932,1980-09-02,56.793416672991555,1
consumption,1986-12-26,2005-07-17,26.2763607370084,experience,3,-6,model,34634,30.08672105665997,2006-03-16,1.993881134372627,0
grid,1993-11-12,2017-10-28,15.88534125026411,trip,11,147,collection,-33998,17.663435003941,1995-01-24,15.784079636900888,0
grid,1993-06-12,1984-05-05,21.221270198321147,agency,3,330,runway,34441,31.21789507365853,1994-09-08,11.720758356139282,0
industry,1994-01-12,1989-09-02,5.7410125353870125,industry,25,305,industry,-36770,13.811304469161119,2010-03-15,59.17841592051064,1
power,2002-08-26,1989-05-04,3.39330451427821,ticket,20,497,industry,30253,3.273066233608506,1989-03-22,60.6330501124783,1
industry,1993-04-02,2011-04-25,40.89275034051665,guide,22,2,couture,-1510,22.28715807631207,1988-05-04,55.32604658696462,1
facility,1985-02-09,1980-06-28,8.258637262493178,holiday,12,393,show,19272,14.126071952065807,2018-05-12,38.835344544647675,0
efficiency,1986-04-03,2002-06-22,38.902660758058985,agency,4,82,apparel,-12345,44.524352120546546,1988-10-22,66.02014158207962,1
production,1983-05-24,1981-06-09,3.095080628788498,package,5,-57,industry,-16897,49.01445407259724,2022-09-05,59.37869744227086,1
renewable,2002-07-15,1999-11-12,21.871150491620714,journey,-2,84,collection,-15795,23.919082652475193,2002-05-22,23.21573900779386,0
oil,1983-10-08,1996-10-26,2.068293571602905,travel,9,402,week,44455,14.771276715211332,2007-06-16,2.4810049880869505,0
fuel,2009-05-08,2022-04-02,39.3528053841798,industry,4,271,week,32395,29.022259475138462,2015-08-19,36.61016053219279,0
energy,2019-04-24,1983-07-02,10.807857282226232,trip,12,395,collection,-2796,47.40487479570454,2012-07-28,17.391024121778965,0
fuel,2018-06-06,2003-04-03,24.86207950490754,tourist,14,-5,show,29043,11.339982034654843,2021-04-26,66.89780992871675,1
fuel,1991-09-18,1988-02-26,33.5850397133752,trip,27,300,trend,41659,1.5666641450994203,1991-10-04,55.730282264433704,1
facility,2010-02-13,1989-05-26,40.6915636418689,vacation,4,492,industry,-17768,38.110427471425176,1993-12-06,46.611078142232245,0
oil,1982-11-19,1984-12-25,32.48857995512313,ticket,5,380,show,-32801,14.241081089629523,1984-12-07,54.850794673600646,1
wind,2008-08-22,2010-09-18,48.08279995014596,travel,8,222,fashion,4173,7.590196026603662,2001-01-20,61.708202515028944,1
oil,2017-05-11,1980-02-08,23.48401770203666,tourism,13,289,garment,46834,1.2710236683000171,1992-02-06,50.747654292501466,1
facility,1986-08-25,2010-06-21,3.4746701136985587,destination,9,418,couture,28506,5.836169847105136,2016-07-05,45.4827641647003,1
power,1986-06-24,1997-02-23,29.357959349547105,booking,10,42,industry,-30173,41.894594463988675,2010-03-05,45.02028018399548,0
renewable,2001-11-10,1999-01-16,20.668834747098156,industry,-2,-60,industry,40105,24.955943314822516,1990-02-09,11.322896202834487,0
wind,1989-04-11,1986-08-23,40.39494736833339,adventure,8,2,trend,30495,27.417880944915694,2002-04-06,60.19665609399767,1
grid,1994-07-18,2017-08-19,42.12187473588004,vacation,3,394,model,-24769,36.29011322675839,1985-12-18,28.738542203684037,0
generation,2003-09-03,1993-11-25,20.830459069430027,traveler,1,430,show,-4518,34.43641252904622,1980-01-05,63.484704999853726,1
renewable,1997-07-26,1995-08-14,40.03801728654242,accommodation,21,399,show,-42698,41.23138407345077,1997-05-08,42.18221729418424,1
production,1987-02-05,1987-01-26,22.37984628162119,ticket,4,119,accessory,-38203,42.196434813439865,1997-07-22,51.65380233111479,1
production,2010-04-12,2006-10-13,35.65284498146356,journey,8,143,collection,30268,2.1473799244871854,1984-07-07,16.605484883213133,0
generation,2000-08-08,1988-06-10,22.32134057204766,guide,20,491,fashion,29107,39.288643280167484,2017-09-26,68.31684118295091,1
power,1987-01-03,1989-06-16,43.517082678627496,destination,7,491,week,15105,39.65962494686096,2006-07-22,24.046151187922366,0
generation,2007-09-27,2012-03-02,5.997423997112819,tourist,6,-3,runway,19580,3.5724515914402093,2015-02-24,43.155610650923286,0
power,1994-10-17,2021-05-21,36.63290801020674,industry,-1,457,runway,40504,4.561581679871187,2011-12-22,47.214577246369274,0
consumption,2016-07-07,1984-05-26,32.53044721172687,adventure,4,189,model,36382,6.202108573374809,2005-11-11,41.8077910123871,0
production,2021-10-13,2022-10-27,34.71081636077063,booking,23,-22,show,20726,27.544672529424485,1989-09-28,54.74616551291702,1
production,1981-07-21,2002-10-19,24.62763411092407,traveler,-1,-41,collection,48003,47.50578476600689,1991-11-05,5.092227424339908,0
industry,1997-07-28,2015-12-15,29.866988990465522,trip,8,436,garment,6478,40.93339637926239,1992-12-17,66.88386556722764,1
oil,1982-06-07,2019-08-03,7.307188997422845,traveler,9,397,show,-16571,32.578996710376565,2003-05-20,42.21868879906823,1
wind,2003-03-20,1991-12-27,36.24928220092328,travel,21,184,trend,4507,27.0891206570516,1983-02-21,58.47081774369264,1
renewable,1981-10-17,1996-06-07,27.0541320623221,experience,23,88,brand,14359,15.734760339456308,1995-04-20,43.072582499096576,1
industry,1994-11-02,2009-02-22,5.634876220064985,experience,-1,-55,model,6393,21.73911598215664,2010-10-11,30.56310042733493,0
energy,2009-06-17,1982-12-11,35.4398082050357,experience,18,93,apparel,-45287,42.52279108847888,1983-10-20,51.7087293757011,1
oil,2016-09-02,2005-03-22,8.966454730812137,tourist,23,188,garment,28668,21.331010749892457,1980-04-24,40.74297027862827,1
electricity,2006-09-05,1986-01-10,41.66385241286445,travel,-9,190,model,38128,23.789321821026636,2010-04-24,3.5217276681722263,0
coal,2009-08-21,1986-06-15,39.210673303189864,traveler,8,1,design,-36857,27.604479816683288,2015-02-12,36.7047682659105,0
electricity,2022-07-08,2022-10-13,36.63266215397093,destination,3,182,runway,-16042,16.805665613404315,2003-09-25,41.72910916221904,1
oil,1997-05-19,2010-01-03,12.063948007363663,industry,11,493,industry,-41895,39.35147859270532,1993-07-17,25.117907368765447,0
energy,2015-03-13,2018-06-09,32.83721409484411,explore,-3,-71,show,45681,17.006684052661715,2020-03-12,28.947975454891793,0
industry,1998-04-24,1994-09-23,37.534861784218236,tourist,22,233,industry,15127,41.57691781624143,2015-08-13,56.408709146820954,1
wind,2002-10-18,1994-07-08,15.645802329061231,explore,10,380,runway,-11818,9.492649577657186,2000-05-26,40.95720285097355,0
resource,1995-01-14,1991-09-12,3.9690351519733236,tourism,21,204,brand,-13601,8.402533739687566,1987-06-04,66.28739383829989,1
gas,2001-06-25,2018-11-21,38.612578314627264,tourism,13,93,runway,7500,42.74561508217817,2011-03-11,42.51296940207037,1
energy,2003-11-13,2009-02-07,24.832005866468542,guide,9,-13,industry,11995,19.531420018244415,2021-03-11,44.7602612662159,0
grid,1994-10-24,1996-02-23,25.69879689019661,guide,-1,239,collection,46631,39.6737260560155,2012-07-09,1.3128779564784978,0
grid,1982-11-13,1983-04-26,5.296633260906368,booking,13,419,designer,13062,10.49688271035588,1980-04-17,65.27779314300393,1
efficiency,1990-04-05,1983-07-19,23.173031094989916,guide,9,330,garment,18024,38.79666587856127,2004-08-17,43.95274265896421,1
facility,2022-03-24,1984-04-21,24.567354947350402,traveler,8,23,show,49864,32.421757213606945,2010-05-26,68.99957739999434,1
grid,1989-10-10,1983-06-20,49.93148459443479,trip,8,101,couture,37846,48.137221012629226,2022-12-21,57.192732674331666,1
energy,1998-09-21,1985-02-26,25.40081061651366,travel,12,277,runway,-47693,3.25277286660722,1984-12-28,59.797377890070145,1
solar,1997-06-07,2004-12-15,26.229900510070834,trip,28,367,industry,-19591,35.49899255102018,2008-06-13,65.9466648682975,1
coal,1980-04-10,1994-01-24,26.334126401970885,explore,3,328,design,-28590,46.755410108739945,1997-02-03,65.59935765925823,1
efficiency,1984-08-15,1999-01-17,7.86529460250925,travel,2,197,design,37721,16.241332747266895,1982-06-22,18.860137992633362,0
electricity,1981-01-14,2004-01-17,45.64136950205286,agency,8,85,runway,-41563,22.41821515621479,2017-05-20,33.50925350437694,0
solar,2019-09-05,2016-08-14,32.35404494289152,ticket,9,259,week,-981,48.25829131652689,1981-06-19,3.202660169098172,0
consumption,2011-11-03,1994-10-08,24.475937556130965,experience,1,327,collection,37043,40.870431244329914,2014-02-28,6.3950804460476105,0
gas,1981-11-23,1985-11-22,40.65849284815234,travel,17,189,couture,-19571,48.8677198325437,2020-03-05,64.82492262744758,1
grid,2008-06-06,1990-10-19,23.22529766164283,agency,-1,107,show,47841,9.187389738148267,2006-01-03,31.0324545887014,0
gas,2004-02-26,1982-10-02,39.90062494087078,industry,17,252,collection,5099,18.711596414338576,1984-09-28,56.26916982641359,1
production,2021-07-01,2017-03-04,28.62624259458708,agency,11,478,model,-22075,30.85285044321475,1986-10-04,12.15530683553295,0
industry,2007-05-12,1983-11-06,4.38567483030274,tourist,3,-83,show,-42508,43.33422794930935,2010-11-26,23.303757313321945,0
wind,1994-10-03,2000-09-09,32.49341473785793,tourism,-3,81,model,38238,36.97419225146891,2018-10-01,45.78678167323139,0
solar,2016-01-04,2003-10-15,14.309160243589462,explore,2,80,fashion,19945,9.519245414861,2007-01-03,48.72295319338443,1
renewable,2008-02-14,1988-03-23,3.616558927942359,traveler,26,411,apparel,-8036,46.79795154052301,1990-09-25,61.562468630039135,1
industry,2001-10-18,2019-01-06,33.16550986920892,tourist,-7,-29,show,-40944,41.61002049822907,1980-01-24,29.62381139152575,0
renewable,2001-06-25,2000-08-25,24.520049231240264,trip,-3,13,show,-20286,24.4655258778358,2022-11-23,11.238135871737379,0
gas,1986-09-23,1980-01-08,5.076112961317904,package,25,463,runway,-27690,15.573655069553679,2002-01-12,61.622806568069805,1
nuclear,1986-04-21,1992-01-03,15.119863086146186,package,2,0,show,41061,27.046789381460187,1988-09-01,64.36706480169597,1
nuclear,1982-09-27,2006-08-26,4.838576778485757,agency,8,328,design,623,19.439622667753525,1987-03-07,29.89283793491737,0
facility,1998-09-11,2001-05-12,35.509499201394235,agency,22,35,garment,13827,41.897301752447056,1986-02-12,53.14311623157511,1
fuel,2012-01-12,2009-05-27,5.85834146098763,holiday,26,-27,garment,-14183,25.010025171966085,2002-06-03,45.335083031803634,1
nuclear,2004-05-06,1980-09-26,41.25297990013735,agency,0,177,industry,5046,13.24980871089166,2001-12-14,38.462815108820635,0
electricity,2012-01-14,1990-08-15,30.466448468258008,industry,9,-55,accessory,-42084,41.910033669674924,1999-07-27,40.20640679462171,1
generation,2000-05-22,2005-04-22,13.525206027060939,explore,-5,64,week,2887,26.122583453737718,1988-04-26,37.5730882515178,0
production,2002-08-02,1984-06-15,1.3170989387064904,package,0,210,runway,-32657,36.0907651553635,1992-06-12,22.663772893959706,0
energy,1995-06-24,1985-07-23,21.821775793820343,booking,15,46,couture,-1228,29.798008729698722,2000-07-22,43.827149033418195,1
fuel,1985-11-20,2008-02-21,14.61098486769199,travel,1,375,runway,14541,12.621732395995076,2000-08-10,59.52222701619141,1
fuel,1998-08-24,2022-04-23,45.190923656519,agency,7,232,collection,-24364,8.402816219253634,1994-10-27,65.29817796343426,1
renewable,1991-08-24,2000-07-16,14.57594075777682,journey,12,292,industry,37554,13.386784728530856,2017-02-04,20.63739301692882,0
consumption,1991-09-23,2021-02-02,48.78322416711859,accommodation,26,352,style,17290,28.074150757348217,1990-11-03,58.41330928477425,1
gas,2009-01-19,1985-02-10,34.28090089410878,traveler,-10,-96,collection,34534,2.2821300799726285,1981-05-02,21.89692324037895,0
nuclear,1995-06-26,1995-09-16,31.428269448426896,journey,9,-58,collection,-30817,41.406428837824386,1989-07-26,43.212312330688135,0
power,1999-12-09,1990-10-13,12.276714126791935,trip,6,128,show,8041,3.5865325971866344,1992-01-28,11.519769330374839,0
grid,2016-09-22,1982-06-14,49.84506839810941,explore,23,407,collection,23661,34.480763518669896,2009-08-05,67.29066850153647,1
efficiency,2020-11-10,2014-04-23,4.956280075606831,ticket,3,122,accessory,27150,45.62408507611992,2016-09-06,53.62241979028028,1
electricity,1996-04-06,2007-08-05,46.222448224515645,agency,12,319,runway,-35481,5.877125026175698,2007-12-18,37.655851612573166,0
nuclear,1998-03-11,1995-02-01,49.065098105499786,vacation,14,251,style,-45124,34.52795524740441,1988-11-22,63.5933297391084,1
generation,2014-03-12,1990-05-12,44.95627711378574,traveler,8,225,industry,-44581,16.775948852138782,2018-01-15,59.26822148291005,1
facility,2007-01-24,1987-06-26,14.96656869031773,journey,16,282,clothing,-40846,21.309290951646002,2004-10-25,41.6557023313378,1
fuel,2013-04-15,1994-03-13,48.21777046965846,guide,-1,440,collection,49225,5.938950469409313,1995-03-24,22.035701443440438,0
efficiency,1985-12-21,1980-02-24,9.22646790770511,agency,-4,340,industry,5712,12.909027613761774,1990-05-09,3.352474769204314,0
solar,2016-03-04,1989-01-06,40.935934269462024,traveler,-7,128,week,4638,25.99726291868614,1989-02-15,46.133484788215064,0
coal,1996-01-19,1995-10-13,48.96637690601442,journey,4,273,clothing,-31259,5.136245017987482,2004-09-23,54.15604158267645,1
fuel,2021-11-17,1990-06-01,37.121309219789424,tourist,1,233,industry,-17865,40.521414393784326,2003-09-27,25.76914119690552,0
consumption,1981-11-21,2010-10-08,4.811330236839646,package,12,8,collection,-26097,49.86030747009603,1995-05-03,35.6941054343603,0
oil,1991-05-01,2016-02-26,4.553210506303106,travel,11,294,apparel,-30471,10.479442835485502,2009-09-17,58.931785547471634,1
power,2009-04-06,2000-09-15,48.27383576408659,trip,9,29,couture,31720,20.152576453682524,1996-07-15,52.90551613979084,1
coal,1995-02-15,1984-02-17,26.644114305172828,package,8,105,show,43654,28.939452316490794,1995-09-09,32.39944512695664,0
consumption,1993-06-07,2005-06-14,32.5974298268888,agency,3,370,collection,-37080,48.10496464281842,2021-12-10,42.3730034603589,1
resource,1989-11-10,2017-01-14,1.9521763349579577,trip,-8,293,model,19113,31.62509508694764,2011-06-25,48.730065350084516,0
production,1999-07-26,2000-01-14,42.678610575557826,tourist,3,400,week,-24980,11.773614908449964,1998-09-02,23.988045959323717,0
solar,1984-06-21,1982-06-16,25.716730644268843,ticket,18,401,design,-1695,37.48341919003079,1996-05-23,66.51788767562506,1
renewable,2007-12-15,2009-06-26,4.537958666719006,holiday,17,25,style,46572,18.0582831062919,2012-04-27,51.593706869301215,1
consumption,1987-06-18,1990-10-26,6.313387011218967,explore,5,205,week,-12405,4.840310588179391,1990-02-13,31.66113183463871,0
resource,1985-09-24,2001-08-25,12.781708987754655,trip,9,344,collection,10859,35.9766974842153,2021-07-13,67.34927364081892,1
industry,1995-09-04,2020-01-03,2.3743137385972726,ticket,1,233,design,-49131,34.59602652929781,1999-05-05,27.792272041326093,0
electricity,2019-04-02,2013-05-18,12.569409223168172,adventure,26,377,clothing,4452,49.834917353660444,2016-01-12,43.56116336718175,1
energy,2000-10-21,1992-04-22,16.354425905202802,ticket,20,195,industry,-22287,10.603281150590954,1989-02-11,68.9662513557827,1
wind,1989-10-14,2018-06-02,23.55150620912486,industry,2,455,design,4512,38.77554554168122,1983-08-17,25.642381091624248,0
production,1995-07-21,1999-07-18,16.907731936693978,ticket,0,26,show,-39481,34.553719407358905,2001-12-24,28.329709038464713,0
coal,2008-01-28,2010-05-21,40.52886314625655,tourist,7,19,show,-49239,31.640809476589226,2017-02-17,18.725790700025225,0
nuclear,2006-08-18,1988-04-17,15.88451868508635,package,-4,130,model,30697,33.852626941551186,1989-06-10,6.60193825867472,0
nuclear,2005-09-23,1995-06-12,7.077875706619289,explore,19,84,brand,-20319,23.203731982173007,2009-06-02,64.31757246879883,1
production,1980-08-14,2001-10-12,26.12165514922315,destination,5,125,runway,-26938,31.371190111875002,1995-06-13,40.83675062021466,1
energy,1998-02-16,1996-05-03,47.307080815506225,explore,11,289,week,10585,46.269236968636044,2017-04-26,35.14422276440352,0
gas,2015-09-09,1986-09-13,45.96792635657815,holiday,11,280,collection,24341,42.82520610497943,2020-02-03,5.688951088018036,0
energy,2013-10-16,2005-05-06,35.14541031815372,ticket,4,68,runway,32277,13.660383416947067,1987-05-19,1.0700434497578524,0
solar,1996-01-12,1989-01-27,5.522896274542202,experience,-6,137,model,27019,47.5566746119501,2007-04-11,33.075066133010644,0
power,1985-06-14,2004-10-23,38.098841310694134,experience,1,-51,runway,16744,25.383241508671453,1999-02-12,43.877190930022074,0
resource,2020-01-15,2018-03-12,3.203228012665573,agency,19,33,fashion,-11836,20.203155879142216,2013-03-05,40.24428828402595,1
consumption,1999-08-19,1981-09-25,3.0864169799079333,destination,-10,104,model,-40545,46.7078872299793,1986-08-05,31.05216320482598,0
